Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-01,AIG,37.65,37.44,32.96,-0.5927,0.8967,-26.242,7.0002,20.0006,33.956
21-01,CF,39.0,41.38,32.99,7.3485,6.3777,-18.915,6.0004,13.0004,25.4359
21-01,CINF,87.82,84.09,79.36,-3.3232,0.6432,-16.9092,6.0004,5.0002,14.2856
21-01,FOX,29.01,29.89,27.52,4.8677,5.3002,-20.6593,5.0001,6.0003,4.9042
21-01,FOXA,29.24,31.18,27.63,8.5255,5.6472,-21.4459,9.0001,9.0003,6.3381
21-01,INTC,49.89,55.51,49.16,12.1172,7.5807,-16.7586,12.9999,16.0,-2.233
21-01,KEY,16.58,16.86,13.78,3.5103,3.4943,-18.9229,5.0004,9.0006,36.0333
21-01,OMC,62.23,62.38,55.57,0.6777,1.823,-23.019,7.0002,10.0002,25.6901
21-01,UNM,22.96,23.23,19.78,1.9304,3.6116,-21.3306,5.0004,14.0006,34.9651
21-01,XRX,23.3,21.03,20.22,-9.3769,0.3575,-37.1033,14.0005,8.0003,23.7513
