Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-07,CNP,18.7,19.01,18.42,2.1772,6.759,-34.7887,0.9998,5.9997,23.5241
20-07,HAS,74.69,72.76,73.21,-2.3376,2.1192,-29.0784,-1.0002,0.9997,8.1259
20-07,HPQ,17.41,17.58,17.2,1.5024,0.4135,-16.1616,13.0,18.0001,6.1705
20-07,IPG,17.2,18.05,17.67,5.524,1.8507,-24.0372,6.9998,13.9999,11.5539
20-07,IRM,26.28,28.19,26.83,7.8268,1.9417,-16.6134,1.9999,7.9999,12.7597
20-07,LYV,44.86,46.81,47.9,6.4131,0.5243,-33.0868,0.9997,9.9998,6.8765
20-07,NI,22.73,24.45,25.17,7.5199,0.9901,-21.0417,5.9999,2.9998,-6.8688
20-07,PNW,73.52,83.08,80.32,12.764,2.8794,-22.1065,0.9999,2.9998,-1.0348
20-07,UDR,37.41,36.2,39.75,-2.88,3.0199,-16.7298,-0.0001,1.9998,6.7991
20-07,XRAY,44.08,44.6,43.69,1.7117,2.5086,-24.5031,13.9998,30.9999,16.16
