Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-06,AMCR,10.14,9.78,9.44,-3.8645,1.3903,5.4979,10.0001,2.0001,12.4407
24-06,APTV,83.49,70.42,79.02,-15.8408,3.5981,-5.4723,10.0,6.9999,6.3554
24-06,BWA,35.71,32.24,33.63,-9.8003,0.1674,-8.6177,17.0001,13.9999,14.5923
24-06,CVS,59.13,59.06,70.46,-0.7217,4.8224,-12.3916,5.9999,3.9999,-19.5743
24-06,D,53.81,49.0,48.53,-9.4686,0.3178,7.2395,5.0002,8.0001,12.8009
24-06,FE,40.11,38.27,37.99,-5.0267,0.6767,7.6758,5.0001,6.0001,9.8227
24-06,KMB,134.62,138.2,126.69,3.7261,0.7619,-0.7298,11.0001,14.0,9.9567
24-06,MO,46.04,45.55,42.43,-1.4152,0.4965,4.1198,12.0001,6.0001,12.7192
24-06,PYPL,63.04,58.03,62.75,-7.8427,2.0421,1.6132,17.0001,20.0001,5.1338
24-06,SYY,72.49,71.39,77.62,-1.8441,0.6325,4.1029,13.0,15.0001,-10.1802
