Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-01,AMZN,15.63,17.73,15.94,14.4716,0.6459,-22.1771,16.0,17.0,-2.7234
15-01,CNP,23.45,23.09,24.09,-1.237,1.5471,1.0785,4.9999,14.0,-3.6099
15-01,FITB,20.41,17.3,20.02,-15.9836,0.2978,-3.0908,7.0,3.9999,2.4071
15-01,GM,35.27,32.62,32.64,-6.5746,4.845,-14.5828,6.0,11.0,9.9434
15-01,GNW,8.59,6.98,11.58,-19.0313,1.3221,-45.2672,1.9994,3.9994,-31.4817
15-01,HOG,65.91,61.7,63.98,-6.2158,0.735,-4.8094,11.0,17.0,13.3558
15-01,PGR,27.09,25.95,25.87,-3.748,1.1219,-1.0268,5.0001,5.0001,6.8301
15-01,PVH,128.89,110.26,120.24,-14.6695,1.9035,-5.7712,2.0001,1.0001,6.3635
15-01,PWR,28.57,26.48,33.16,-6.6111,3.3163,-10.0444,14.9998,7.9998,-22.6292
15-01,T,25.37,24.86,26.09,-1.9552,0.0591,-4.4653,13.0,20.0,-4.4915
