Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-10,AKAM,52.96,69.47,53.42,28.241,2.4413,-23.2696,8.0,7.0001,-4.0562
16-10,BEN,35.54,33.66,35.12,-5.2517,0.6101,-4.5357,9.9999,8.0,7.0979
16-10,DAL,39.25,41.77,38.84,6.1588,3.8442,-12.2799,9.9998,18.9998,9.1777
16-10,FTI,22.1,24.01,20.24,8.6851,6.7524,-4.2903,4.0001,6.0001,11.7507
16-10,HOLX,38.54,36.01,36.38,-7.3805,0.2579,-0.7667,22.0001,21.0,11.8951
16-10,JNPR,23.93,26.34,23.06,9.7495,0.8801,-6.4177,2.0,6.9999,7.5609
16-10,NFLX,98.0,124.87,95.01,25.6273,7.0959,-4.5613,2.0,0.9999,9.4423
16-10,PBI,18.1,17.84,18.27,-1.5697,1.2907,-8.5139,2.9998,15.9999,2.535
16-10,R,65.6,69.39,65.71,5.3778,2.5868,-10.9265,17.0,18.0002,8.5665
16-10,RL,100.7,98.1,97.54,-2.916,1.9804,-14.4042,4.0001,7.0,13.1609
