Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-12,AES,10.76,10.7,11.21,0.3884,6.018,-11.6722,5.9999,0.9998,-6.0127
12-12,BMY,32.71,32.59,33.33,-0.0647,0.8022,-0.2751,10.0,15.0,-0.8443
12-12,CAH,40.61,41.18,40.33,1.8619,2.1953,-4.7339,11.0,16.0,2.5279
12-12,GHC,221.81,220.67,212.22,-0.4208,4.1256,2.2708,10.0001,1.9999,4.6362
12-12,GIS,41.03,40.42,39.39,-1.3454,0.0494,2.6033,12.0001,22.0001,4.2703
12-12,GT,12.69,13.81,11.82,9.4398,8.3549,-9.9357,14.0002,6.0,5.0799
12-12,NDAQ,8.11,8.33,7.79,3.3234,2.8412,-7.6952,8.0001,-1.0001,6.233
12-12,PPL,27.35,26.67,27.04,-2.4068,2.9756,-2.2318,2.0001,2.0,0.2755
12-12,TAP,41.66,42.79,43.13,3.2117,3.5928,2.1434,8.0001,10.0,-6.7544
12-12,XRX,18.08,17.97,18.62,0.3159,5.1084,-16.4417,9.0,-0.0002,-6.608
