Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-09,APD,276.53,297.74,260.99,6.6726,0.2769,-5.6313,7.0002,8.0001,5.535
24-09,BWA,33.46,36.29,33.77,6.8011,0.6081,-16.3926,3.0001,12.0,-3.264
24-09,DE,384.86,417.33,378.74,8.0015,2.4164,-6.1323,11.0001,12.0001,3.7241
24-09,FDS,416.59,459.85,419.34,8.6341,4.5736,-3.1095,10.9999,19.9999,5.0866
24-09,HAS,68.16,72.32,61.05,6.0378,0.6585,-5.3333,7.0003,10.0004,14.1057
24-09,LUV,29.51,29.63,27.45,2.7802,9.8403,-8.481,6.9999,11.0002,9.4406
24-09,MKC,80.04,82.3,73.75,2.8622,3.1635,-2.4976,12.0002,13.0002,10.8083
24-09,PPG,128.74,132.46,128.79,2.3014,2.2291,-8.4862,16.9999,19.9999,-0.8836
24-09,STZ,239.81,257.69,251.79,6.9295,1.2638,-7.6182,19.0,30.0,-3.2664
24-09,TAP,53.4,57.52,54.87,6.6729,6.2955,-14.9945,4.9999,9.9999,-0.924
