Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
23-03,AIG,61.16,50.36,59.86,-18.0185,0.2302,-0.2123,13.0002,7.0001,-2.7743
23-03,AMAT,117.7,122.83,102.44,6.0676,1.5766,-13.4501,1.0003,-0.9999,7.917
23-03,C,50.46,46.89,47.36,-6.788,0.1556,-14.4184,15.0001,3.0,5.1712
23-03,CARR,44.89,45.75,42.12,2.0729,0.8182,0.3342,3.0002,-0.9998,2.4953
23-03,DAL,38.34,34.92,35.19,-8.6395,0.391,-3.9579,15.0002,13.0,9.1803
23-03,EW,80.08,82.73,77.22,3.1825,1.7068,-28.4151,2.9999,0.9998,5.1979
23-03,HST,16.97,16.49,17.56,-1.3014,0.4132,-8.046,3.0,5.9999,-10.7376
23-03,MOS,53.07,45.88,49.17,-13.8023,8.8465,1.4495,-1.0,-5.0001,4.7406
23-03,SYF,35.61,29.08,34.68,-19.385,0.5871,-16.5264,3.0001,7.0,-3.4648
23-03,TAP,52.88,51.68,51.52,-2.6634,1.98,1.9356,5.0,5.0,-2.7388
