Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-12,ADM,42.95,46.35,40.4,7.747,1.8588,-6.7145,20.0001,12.0,12.563
19-12,CMA,70.87,71.75,66.29,2.0112,1.169,-11.076,14.0,9.9998,14.0619
19-12,DXC,37.35,37.59,36.48,0.9976,1.0588,-40.7836,17.9999,12.9996,15.9457
19-12,GILD,67.25,64.98,64.82,-3.2821,1.9112,-6.5332,21.0001,23.0001,6.1835
19-12,HOG,36.71,37.19,35.46,2.3522,2.1959,-13.9749,9.0001,9.0,14.6607
19-12,HPQ,19.98,20.55,18.96,2.4088,0.6599,-12.6957,15.0001,15.0,10.552
19-12,MO,50.0,49.91,45.63,0.5122,4.4376,-9.3562,17.0,27.0,13.4427
19-12,PFE,36.8,37.17,35.44,1.7487,3.3468,-16.6775,13.9999,19.9999,8.3615
19-12,PRGO,51.7,51.66,51.45,0.987,4.1076,-17.7425,16.0002,18.0001,10.137
19-12,UNM,30.87,29.16,29.01,-4.9873,3.0774,-14.3971,21.0,18.9998,20.0707
